[00:12] Hello 大家好,我是小骏
[00:14] 今天这期节目我们来到了美国纽约
[223:49] 现在大家都是只是拄着拐杖
[223:52] 这个拐杖就是语言模型本身
[223:54] 对吧
[223:55] 虽然你可以走路
[223:56] 然后你会觉得我还走得挺好的
[223:58] 但是你可能跑不起来
[224:00] 你也没有办法去参加奥运会
[224:03] 因为你有一根腿
[224:05] 这部分是所谓视觉的表征的这一根腿
[224:08] 现在还是不够好
[224:11] 为什么你说是真实的intelligence
[224:14] LLM为什么不是真实的intelligence
[224:16] 因为我觉得LLM是网
[224:18] LLM是虚拟的intelligence
[224:21] 但是我们的智商
[224:23] 所谓的智力不也是虚拟的吗
[224:26] 我觉得可能虚拟这个词不对
[224:28] 我定义的真实是说
[224:29] 是跟真实的世界要发生交互的
[224:32] 对
[224:33] 这个意思是什么
[224:34] 就是说你看现在LLM
[224:35] 能解决的很好的这些问题
[224:37] 大部分还是在digital space发生的
[224:40] 比如说它能够记忆下来
[224:44] 所有的这些factual knowledge
[224:46] 它可以去知道
[224:48] 对吧
[224:49] 我们可以把所有的wikipedia的这些article
[224:51] 全都存在里面
[224:52] 可以告诉我们想知道的一切
[224:54] 它可以做很好的这种法律顾问
[224:57] 它可以去甚至
[224:59] 可以去帮忙去总结知识
[225:01] 然后去做education
[225:02] 去做教育
[225:04] 大量这些东西对吧
[225:06] 然后我觉得LLM
[225:08] 当然是革命性的
[225:11] 但是这件事情
[225:13] 跟我刚刚说的
[225:15] vision as a perspective
[225:17] 要解决的问题
[225:18] 其实完全不是一个市场
[225:20] 就是如果你现在要handle的东西
[225:24] 是continuous space
[225:25] high dimensional
[225:26] noisy的这种domain的话
[225:29] 那这些
[225:30] 比如说机器人
[225:31] 这些space不只是机器人
[225:32] by the way
[225:33] 机器人是其中一个很好的例子
[225:35] 我等一下会说
[225:36] 这些事情很难被tokenized
[225:38] 它们已经脱离了virtual space
[225:41] 脱离了digital space
[225:43] 对吧
[225:44] 那这件事情涉及到什么样的task呢
[225:46] 你说非常对
[225:47] 我觉得机器人是一个
[225:48] 也会有很多的这些industrial application
[225:52] industrial process的control
[225:54] 就是说一些
[225:56] 所有的这些涉及到sensory modeling的信号
[225:59] 就是说你有一个
[226:01] 有很多不同的这种sensor
[226:03] 这种传感器
[226:04] 然后它会感知到这个世界里面
[226:06] 在发生什么事情
[226:08] 然后你现在要有一个统一的算法
[226:10] 去model这个environment
[226:11] 这个system
[226:12] 使得你再去
[226:14] performing action
[226:15] 或者intervention
[226:16] 就是说你在有一个动作
[226:18] 或者你有介入的时候
[226:20] 你能够去预测出来
[226:21] 这个系统接下来会发生怎么样的变化
[226:24] 这件事情是LM很难做到
[226:27] 然后这件事情
[226:29] 你说非常对
[226:30] 我觉得在我看起来
[226:31] 其实是有两个极端
[226:33] 一个极端是LM
[226:36] 非常擅长在数字化空间里面
[226:39] 做很多很多的事情
[226:41] 并且也非常擅长
[226:42] 通过用coding这样的intervention
[226:44] 对吧
[226:45] 通过agent的方式
[226:47] 去介入到我们的物理生活之中
[226:50] 这件事情也会发生
[226:51] 也没有问题
[226:52] 但总归是它还是基于一个离散的token
[226:55] token的这样的一个position
[226:59] 最右边是robotics
[227:02] 但这个robotics不是简单的robotics
[227:05] 这个robotics必须得要是真正的
[227:07] general purpose的robotics
[227:09] 它能够generalize到
[227:13] 就是泛化到一定程度
[227:15] 使得它能够做人能做到的一切
[227:18] 它有自己的一套决策系统
[227:20] 然后它有自己的一个自己的大脑
[227:23] 然后我现在感觉就是说
[227:25] 这两极对吧
[227:27] 然后从LM怎么样一步一步
[227:30] 推演到robotics
[227:33] 我觉得这才是计算机视觉
[227:37] 或者在新的时代下面
[227:39] 视觉智能所要解决的问题
[227:42] 对
[227:43] 然后
[227:44] 我觉得这件事情也是多摩泰的未来
[227:48] 因为很明显现在robotics还不work
[227:54] 然后我经常跟学生说
[227:55] 或者跟我身边的人也说
[227:57] 其实我最想做到的事情是
[228:01] 通过不做robotics的方式
[228:04] 去解决robotics的问题
[228:07] 为什么呀
[228:09] 因为你觉得robotics的方式
[228:10] 解决不了robotics的问题吗
[228:12] 倒也不是
[228:13] 因为每个人
[228:14] 我觉得robotics进展也太快了
[228:16] 现在春晚上面这些语书什么的
[228:19] 我觉得都令人有点瞠目结舌
[228:24] 但另一方面
[228:25] 我觉得还是要有人focus在预训练的部分
[228:29] 就是所谓的这种机器人大脑到底是什么
[228:32] 或者大脑包含了你的视觉系统
[228:36] 在控制的部分
[228:37] 在硬件的部分
[228:38] 这部分又是说兄弟爬山各自努力
[228:41] 我觉得我不需要去过早的介入硬件
[228:48] 然后去做这些事情
[228:50] 对
[228:51] 我觉得现在有fundamental的research的问题
[228:53] 在软件层面没有解决
[228:54] 在这种大脑的构建上面没有解决
[228:57] 我们需要先专心把这一部分解决好
[228:59] 当然这一面很多人会argue说
[229:01] 你必须得要有一个相当于一个闭环
[229:04] 你得要有某种合作的方式
[229:05] 你得要在你的机器人上面去做验证
[229:08] 不然的话你现在build的某一个算法
[229:10] 可能用不上
[229:11] 这件事情我也完全认同
[229:13] 但我觉得这件事情可以通过某种partnership的方式
[229:17] 我只是不想买回来
[229:20] 我也没钱
[229:22] 我也买不了那么多机器人
[229:23] 机器人也有自己的硬件的skin law by the way
[229:25] 你是需要买很多的机器人才能做好一个硬件的
[229:29] 我想focus在大脑的部分
[229:32] 然后我觉得这件事情是计算机视觉需要解决的问题
[229:37] 是表征学习需要解决的问题
[229:39] 也是
[229:40] 我觉得到最后世界模型要解决的问题
[229:44] 你看凯明那么早就开始想要大大大
[229:49] 为什么LLM的skin law比CV要早那么多
[229:54] 好问题
[229:56] 我觉得首先不能说早那么多
[229:59] 因为CV现在没有一个skin law
[230:01] 其实之前我们都很绝望了
[230:04] 我说Vision怎么始终没有这样一个skin law
[230:07] 现在可能还行
[230:09] 因为这些video diffusion有一定的skinning behavior
[230:12] 所有skinning是你能把数据吃下来
[230:14] 然后你能够得到更好的结果
[230:18] 或者说更形式化的客话
[230:22] 就是说你skin law
[230:23] 就是说你现在如果有一个transformer system
[230:26] 我现在满足C等于6 这样一个配比
[230:30] 就是说你的compute基本上等于你的6倍的tokens
[230:36] 和你的number parameters的成绩
[230:38] 然后我想借用这个形式化的定义
[230:45] 来说这件事情是因为我现在觉得
[230:47] 越来越觉得Vision不需要要一个skin law
[230:51] 为什么
[230:53] 因为againVision care的事情
[230:56] 跟language care的事情完全不同
[231:00] 我的一个不能说暴露
[231:03] 但是是一个观点长期的观点
[231:05] 并且有很多做NLP的人其实都认同这个观点
[231:07] 就是说language model其实不是一个自监督学习的过程
[231:14] 它其实是一个strongly supervised learning的过程
[231:18] 就是说它是一个强监督的过程
[231:21] 这件事情看你怎么看什么叫做有监督或者没有监督
[231:25] 这里面的逻辑是这样的
[231:27] 通常我们讲说你有没有外部的这种annotation
[231:30] 外部的label
[231:31] 这件事情决定了你是自监督还是强监督学习
[231:37] 但语言这个东西太特立了
[231:40] 什么是语言
[231:41] 语言是人在过去这么几千年的civilization
[231:46] 然后经过不断的演化
[231:48] 然后在不管是社会学的意义上
[231:51] 还是每一个人单独的个体的意义上
[231:54] 然后process了所有的关于这个世界的一切
[231:57] 然后以一个pokenized的方式把它存储下来
[232:02] 恰好我们有了一个东西叫互联网
[232:04] 然后我们把这些knowledge全都upload到互联网上
[232:07] 所以恰好对于所有的LM的researcher来说
[232:11] 这件事情是for free
[232:13] 但一个东西免费不代表它没有label
[232:16] 那一个问题就是说假设我们现在没有互联网
[232:19] 那你现在要训练语言模型
[232:21] 你还能做得到吗
[232:22] 打输
[232:23] 循迹线
[232:25] 是的
[232:26] 或者说假设你没有输
[232:27] 是的exactly
[232:28] 就是这种knowledge的upload
[232:30] 这件事情本身是一个supervision construction的过程
[232:34] 所以这件事情跟视觉是不一样的
[232:37] 所以有点像language想要解决问题
[232:40] 始终停留在target的y space
[232:43] 我们通常讲你有一个x到一个y的一个映射
[232:46] 这是所有的积极学习
[232:48] 你可以通过某种
[232:49] 不管这个x跟y在哪里
[232:51] 反正你可以去这么去定义这个问题
[232:53] 然后y通常大家讲是supervision是label
[232:56] 然后x是你的数据
[232:58] 对吧
[232:59] 你可以认为
[233:01] 这个language model其实
[233:05] 只在刻画
[233:06] 这个y space上面的事情
[233:10] 但这件事情是
[233:13] 对回到刚刚的问题
[233:14] 就是说这件事情其实不足以代表
[233:18] 这个世界的全部
[233:19] 有很多东西
[233:20] 你是没有办法去通过语言去描述文科化
[233:25] 或者说这件事情
[233:26] 既是language的好处
[233:29] 也是language可能最后
[233:31] 像我说的可能会逐渐凋零
[233:34] 或者说lm
[233:35] 不会作为这个
[233:36] 整个世界模型的根基的一个原因
[233:39] 原因是就是它的好处是
[233:41] 这件事情
[233:43] 你不需要做任何事情
[233:44] 就可以跟人有某种对齐
[233:48] 因为你写下来的每一句话
[233:49] 每一个文字
[233:50] 都是人写的
[233:51] 都是人写的
[233:52] 对吧
[233:53] 你写下这件事情
[233:54] 就language是什么
[233:55] language是一个communication的tool
[233:57] language不是一个思考的tool
[234:00] language甚至不是一个
[234:01] 你decision making的tool
[234:02] 它是一个communication
[234:04] 它是一个交流的工具
[234:06] 所以如果它是一个交流的工具的话
[234:09] 你总要make一些trade off
[234:11] 你总要牺牲掉一些东西
[234:13] 对吧
[234:14] 所以然后我觉得
[234:18] 我想说的事情主要是
[234:23] 对它作为交流的工具
[234:28] 跟人对齐的很好
[234:31] 但另一方面
[234:33] 它也失去了很多
[234:36] 本来它就是一个智能系统
[234:38] 应该去model的东西
[234:41] 对
[234:42] 比如说我们现在说
[234:43] 我有一个杯子掉在地上碎了
[234:47] 其实这是一个语言
[234:49] 我们之所以这么说
[234:50] 是因为这就是我们
[234:52] 对最适合我们沟通的一个东西
[234:54] 我们只在乎这个事情的结果和状态
[234:57] 对吧
[234:58] 我们不在乎一个杯子掉在地上
[235:00] 它到底是怎么碎的
[235:02] 它满足了哪些这种物理定律
[235:05] 它背后的这种动力学规律到底是怎么样
[235:08] 对
[235:09] 它的dynamics到底是怎么样
[235:10] 这些事情我们都不care
[235:11] 对
[235:12] 所以我觉得这也是它的一个局限
[235:14] 嗯
[235:16] LLM的人会抱怨说
[235:19] 加入视觉以后
[235:20] 有可能会影响他们的智商
[235:22] 为啥
[235:23] 真的吗
[235:24] 对
[235:25] 他希望
[235:26] 像杨志林就是说
[235:27] 加入多摩泰
[235:28] 他们希望不要是一个傻的多摩泰
[235:30] 是
[235:31] 我同意
[235:32] 当然不应该用一个傻的多摩泰
[235:34] 我觉得是如果不加入视觉
[235:37] 你一定会很傻
[235:40] 然后但我觉得这件事情其实
[235:42] 问题的根本在于
[235:45] 到底怎么定义聪明和傻
[235:49] 对
[235:50] 就是对智能
[235:51] 智能的定义是不一样的
[235:53] 对智能定义是不一样的
[235:55] 然后
[235:56] 或者说到底怎么去定义
[235:58] 什么是一个简单的任务
[235:59] 什么是一个难的任务
[236:01] 嗯
[236:02] 在过去的几十年的时间里
[236:04] 所有的这些人工智能的researcher
[236:06] 会不断的去
[236:07] 撞到这个
[236:08] 这个所谓的这个
[236:09] Marovik paradox
[236:10] 这个Marovik
[236:11] 悖论上
[236:12] 啊
[236:13] 这个悖论说的事情是说
[236:15] 你的
[236:16] 对
[236:18] 对于对于机器
[236:19] 简单的事情
[236:20] 啊
[236:21] 或者说
[236:22] 呃
[236:23] the easy problem is hard
[236:24] the hard problem is easy
[236:26] 这是一个悖论
[236:27] 就是说
[236:28] 对于机器简单的事情来说
[236:29] 对人其实是难的
[236:31] 对于机器难的事情来说
[236:32] 对人其实是简单的
[236:33] 你在nyu
[236:34] 你在nyu
[236:35] 好像还有几篇工作
[236:36] 呃
[236:37] 对
[236:38] 从Vistar开始
[236:39] 哦
[236:40] Vistar其实只是只是一个工作
[236:42] 我觉得蛮有意思
[236:43] 可以讲一下
[236:44] 因为我们是第一次觉得
[236:45] 想要在一个multimodal system里面
[236:47] 去building一个system 2
[236:48] 所谓的这种
[236:49] 呃
[236:50] 可以去
[236:51] 呃
[236:52] 在test time做
[236:53] 做做scaling的这样一个一个一个模型
[236:55] 嗯
[236:56] 就是说我们
[236:57] 我们看我们周围的世界的时候
[236:58] 比如我想要问你一个问题
[237:00] 对吧
[237:01] 啊
[237:02] 这个比如说
[237:03] 就是这个哎旁边有个垃圾桶是什么颜色的
[237:06] 啊
[237:07] 你不会直接像语言模型一样直接告诉我一个答案
[237:09] 你一定会去先去想一想哎
[237:11] 哪里有这个垃圾桶
[237:13] 你可能会回家头
[237:14] 哎发现哦那有一个冰箱
[237:15] 也许这个垃圾桶在冰箱旁边
[237:17] 嗯
[237:18] 然后你会localize这个物体
[237:19] 然后找到这个物体
[237:20] 对吧
[237:21] 然后告诉我一个答案
[237:22] 所以你是有这个viral的推理在这里
[237:24] 对吧
[237:25] 有某种视觉推理在这里
[237:26] 然后这件事情完全是一个推理过程中的一个behavior
[237:31] 对吧
[237:32] 然后然后这件事情啊
[237:33] 我们当初就做这样一个系统
[237:35] 然后这也是
[237:36] 嗯
[237:37] 比比如说就是在在这个这一万之前
[237:40] 很长很长一段时间对至少隔了几个月吧
[237:43] 然后我们开始做这件事了
[237:44] 嗯对啊
[237:45] 那时候这种test time scaling还完全不是一个buzzword
[237:48] 还有nobody
[237:49] you know was talking about this
[237:50] OK
[237:51] 对吧
[237:52] 啊然后我觉得这件事情可以聊
[237:53] 是因为这件事情其实对于我来说其实是一个古
[237:57] 啊
[237:58] 我觉得它既是一个
[237:59] 呃
[238:00] 我觉得它是一个bitter
[238:01] 呃
[238:02] sweet的这么一个lesson吧
[238:04] 就是说它苦苦涩的一点在于啊
[238:07] 我先跟你讲发生了什么
[238:08] 就是说我们有这个paper之后
[238:10] 我们有了自己的一个benchmark
[238:12] 然后我们找了就是我有我有两个朋友
[238:15] 这个alex kirilov
[238:16] 他也是这个sam的这个作者
[238:18] 然后还有博文
[238:19] 他俩在open air工作
[238:21] 嗯
[238:22] 所以我跟他们聊了很很很长很长的时间
[238:24] 我告诉他我们这个工作做了什么事情
[238:27] 我们这个benchmark现在在这儿
[238:28] 你可以拿去玩一玩
[238:29] 并且我也讲讲了一些
[238:31] 关于这一年背后的逻辑对吧
[238:33] 就是说你怎么样能够去做这种real
[238:35] thinking
[238:36] 然后后来
[238:37] 啊
[238:38] Alex
[238:39] 博文就drive
[238:40] 在open air里面drive这个project
[238:41] 这个project就叫think with image
[238:43] 啊
[238:44] 然后后来隔了大概可能一年多的时间
[238:47] 对吧
[238:48] 然后这个product launch
[238:49] 嗯
[238:50] 然后这个product launch之后就叫think with image
[238:52] 然后里面
[238:53] 呃
[238:54] 其实很多example或者他们benchmark
[238:55] 其实就是我们这个paper的benchmark
[238:57] 啊
[238:58] 所以我觉得它让我觉得很幸福一点
[239:01] 这一点在于这是第一次我觉得哎
[239:03] 我们其实可以有办法真的走一条不一样的道路
[239:06] 对吧
[239:07] 这件事情可以somehow启发在open eye的researcher
[239:12] 去improve他们自己的模型
[239:14] 嗯
[239:15] 嗯
[239:16] 我觉得这件事情至少我觉得在学校里面有事情可以做
[239:19] 嗯
[239:20] 但另一方面呃
[239:22] 又比较比较bitter
[239:24] 是因为这个这个
[239:26] 你想在那个时候open eye对吧
[239:28] 在扫二的时候
[239:29] 我dit之所以
[239:30] 大家能够去接受也是因为dit
[239:32] 呃
[239:33] 会会在扫二这个block post里面会被site
[239:35] 然后或者说
[239:36] bill的名字在上面
[239:37] 大家能够去找到这个逻辑和背后的线索
[239:40] 嗯
[239:41] 对吧
[239:42] 但很不幸我觉得慢慢
[239:44] 啊
[239:45] 最近的几年时间里面其实industrial的这些research lab
[239:49] 变得越来越close
[239:51] 所以一开始大家发论文
[239:53] 后来大家不能发论文了
[239:54] 可以写一些block post
[239:56] 嗯
[239:57] 那可以加一些citation
[239:58] 也可以把每个team member的名称
[240:00] 写在上面啊
[240:01] 再到后面
[240:02] 啊
[240:03] 可以发一个block post
[240:04] 但已经不能有署名了啊
[240:07] 只能有一个对吧
[240:08] open eye team
[240:09] 或者jammy team
[240:10] 啊
[240:11] 就结束了
[240:12] 所以我觉得这件事情
[240:13] 嗯
[240:15] 会导致我不知道接下来的这种
[240:18] 本来可以很良性的
[240:20] 学术界跟工业界的这种交流的这种渠道
[240:23] 嗯
[240:24] 是不是会被打断
[240:25] 对吧
[240:26] 就我们
[240:27] 做research本质上还是一个
[240:29] 嗯
[240:30] 为爱发电的过程啊
[240:32] 就我们为了探究这些问题
[240:33] 我们也不是为了真的他能够deliver什么产品
[240:36] 或者赚多少钱
[240:37] 但另一方面
[240:38] 呃
[240:39] 某种credit assignment
[240:40] 就是让大家知道谁做了什么事情
[240:43] 我觉得这是在过去的几十年里
[240:45] 支撑学术界能够往前走的一个
[240:47] 一个一个一个一个一个机制
[240:49] 嗯
[240:50] 那现在这个机制慢慢被啊
[240:53] 被被LM啊
[240:55] 这一代的对模型
[240:57] 以及这一代模型背后的这种组织结构
[240:59] 我觉得慢慢打破了
[241:01] 它变成商业竞争了
[241:02] 它变成了一种商业竞争
[241:04] 嗯
[241:05] 是的
[241:06] 对
[241:07] 然后对
[241:08] 然后quickly conclude一下
[241:09] 我觉得还有两篇
[241:10] 我觉得我想迅速提一句的
[241:12] 这个这个论文
[241:13] 就是说啊
[241:14] 这个repa啊
[241:15] repa
[241:16] 这个东西叫representation alignment
[241:18] 你看又有一个keywordrepresentation
[241:20] 所以这是我为什么非常喜欢这篇论文
[241:22] 但这篇论文也是经历了这么长时间
[241:25] 然后所有过去的这些工作
[241:28] 以一种奇怪的方式
[241:30] 组合到了一起
[241:31] 啊
[241:32] 形成了某种化学反应
[241:33] 嗯
[241:34] 然后开启了至少啊
[241:36] 一个小的这个research的domain吧
[241:38] 对
[241:39] 然后做的事情很简单
[241:40] 它本质上是一个deeply supervised nets
[241:42] 就是说你现在一个模型
[241:43] 不只有最上面有一个diffusion的loss
[241:46] 就是你final objective
[241:47] 你中间还会拉出来
[241:49] 一些其他的这些objective
[241:51] 你可以有其他objective
[241:52] 我们用的这个objective是说
[241:54] 我希望能够让我的一个diffusion model
[241:57] 它是一个什么
[241:58] 一个生成模型
[241:59] by the way
[242:00] 让它的internal representation
[242:01] 能够跟外面的一个自监督的一个模型
[242:04] the representation
[242:05] 能够align到一起
[242:06] 嗯
[242:07] 嗯
[242:08] 就这一面
[242:09] again
[242:10] 讲的事情是说
[242:11] 表征是最重要的事情
[242:12] 它不但对像camber-1这样的system
[242:15] 做multimodal understanding重要
[242:17] 它对一个生成模型
[242:19] 生成图片
[242:20] 生成视频
[242:21] 也很重要
[242:22] 对
[242:23] 所以啊
[242:24] 这件事情我觉得是一个
[242:25] 对我来说一个蛮大的启发
[242:26] 但这件事情还没有做到位
[242:27] 你就是说
[242:28] 哎
[242:29] 我为什么要用这种dp supervision的方式
[242:31] 一个非常间接的方式去做alignment呢
[242:34] what if
[242:35] 对吧
[242:36] 能不能直接用这种很强的这种representation
[242:41] 作为你的生成模型的一个
[242:43] 一个一个encoder
[242:45] 或者说作为它的一个foundation
[242:46] 嗯
[242:47] 对吧
[242:48] 然后这件事情又是再往前推了一步
[242:50] 我们也得到了很好的结果
[242:52] 这个paper叫做re-representation autoencoder
[242:54] 对
[242:55] 它也涉及到表征
[242:56] 啊
[242:57] 也涉及到autoencoder
[242:58] 但anyway
[242:59] 啊
[243:00] 这件里面
[243:01] 你这这件事情里面的逻辑
[243:02] 我觉得啊
[243:03] 呃
[243:04] again我不想说太多的这个paper的detail
[243:06] 但我觉得有
[243:07] 有一件事情
[243:08] 呃
[243:09] 这个马毅老师当初我去香港访问的时候
[243:11] 我觉得他说的非常非常对
[243:13] 他说
[243:14] 有有学生就会问说
[243:15] 哎
[243:16] 你这样做这件事情
[243:17] 对吧
[243:18] 你的autoencoder
[243:19] 你的表征层
[243:20] 现在会变得非常高伟
[243:22] 因为它是一个表征了
[243:24] 它不是原始的
[243:25] 简单的这种pixel的
[243:27] representation
[243:28] 也不是一个低维的vae的这样一个representation
[243:30] 它是一个高维的表征
[243:32] 你想要在这个高维的表征上面
[243:34] 去做去造
[243:35] 去生成图像
[243:36] 这件事情其实是一个很难的事情
[243:39] 对吧
[243:40] 然后有学生当初就提问说
[243:42] 啊
[243:43] 这个
[243:44] 维度太高了
[243:45] 可能不一定是一件好事啊
[243:47] 然后可能会让我们的学习系统变得更复杂
[243:49] 或者说训练更难啊
[243:51] 首先我们的结果啊
[243:53] 完全是相反的结论
[243:54] 但是马毅老师就很激动
[243:56] 他站出来说
[243:57] 说
[243:58] 我要告诉
[243:59] 语重心长的告诉大家
[244:00] 说
[244:01] 你们一定不能害怕高维度
[244:03] 啊
[244:04] 高维度
[244:05] 是所有机器学习里面
[244:07] 非常非常重要的一个
[244:09] 一个基石
[244:10] 啊
[244:11] 包括
[244:12] 不管是之前的
[244:13] 所谓的这种核学习的方式
[244:15] kernel method
[244:16] 还是现在为什么
[244:17] 一个transformer里面
[244:19] 我们得要有这种
[244:20] up projection layer
[244:22] 对吧
[244:23] 你要有一个地位的向量进来
[244:25] 变成一个
[244:26] 呃四倍大
[244:27] 四倍宽的这样一个一个一个一个一个fully connect layer
[244:30] 对
[244:31] 然后然后所有这些事情
[244:32] 都是
[244:33] 在讲述这样如下的事实
[244:35] 就是说
[244:36] 你在一个高维的空间里面
[244:39] 很多问题
[244:40] 原来在低位空间里面解不了
[244:42] 现在可以解
[244:44] 很多问题
[244:45] 很多信息原来在低位空间里面没有
[244:48] 现在可以有
[244:49] 然后你也会有更好的efficiency
[244:52] 啊
[244:53] 然后这是这是传统机器学习理论
[244:54] 为什么你要做升维之后
[244:56] 使得事情使得你的data points
[244:58] 可以变得线性可分啊
[245:00] 都是同样的逻辑
[245:01] 但我觉得我我受到很多鼓舞是说
[245:03] 你不要惧怕高维啊
[245:05] 我觉得这件事情用词很好
[245:07] 因为很多时候大家会觉得
[245:09] 会害怕对啊
[245:11] 会害怕不只是高维度的representation
[245:14] 表彰这件事情
[245:15] 也是害怕
[245:17] 逃逸出当前的某种local optimum
[245:21] 就是说我们现在
[245:22] 就我们之前做的很多事情
[245:24] 都是为了要跳出这个local optimum所做的
[245:27] 嗯
[245:28] 像像像ve就是当前这个时代里面的一个local optimum
[245:31] 我们希望用一个表征学习的方式
[245:34] 把所有事情串联起来
[245:36] 然后这件事情啊
[245:38] 其实是一个很自然的事情
[245:40] 对吧
[245:41] 然后现在有很多人做相关的这些论文
[245:42] 有很多同期的工作也都非常好啊
[245:45] 但另一方面
[245:46] 这又是一个没那么自然的事情
[245:48] 因为你需要去跳出原有的框架
[245:51] 去做一个新的事
[245:52] 对
[245:53] 但当你能够跳出这个local optimum
[245:56] 去做一个新的事情的时候
[245:57] 啊
[245:58] 我觉得你你就会感觉你的世界被打开了
[246:01] 因为RE至于我们
[246:02] 或者对于我的research来说
[246:04] 我觉得还是一个蛮重要的工作
[246:06] 因为它告诉我一件事情
[246:07] 或者说让我能够去make一个bet
[246:10] 啊
[246:11] 或者说我们能够预测一个未来
[246:12] 这个未来是什么
[246:14] 啊
[246:15] 或者对还是不对
[246:16] 啊
[246:17] 我们可以过几年之后再来看
[246:18] 所以这件事情也跟语言相关
[246:21] 也跟diffuser model
[246:22] 像最近很火的cdance
[246:24] sar
[246:25] 都有关系
[246:26] 嗯
[246:27] 好
[246:28] 我现在的bet是说
[246:30] 这件事
[246:31] 这个世界上只有一件事情是重要
[246:32] 就是怎么学习到这个表征
[246:35] 这件事情是重要
[246:37] 当你有一个足够好的表征之后
[246:41] 在上面处理
[246:42] 其他的问题都是简单的
[246:44] 你的language model
[246:46] 会逐渐会退化到
[246:48] 一个简单的communication interface
[246:51] 它不像现在一样
[246:52] 所有的这些多模态的智能
[246:54] 都是通过大语言模型驱动的
[246:56] 你的表征层只是提供一些
[246:58] 简简单单一点点context进去
[247:00] 嗯
[247:01] 对吧
[247:02] 大部分的这些所谓的heavy lifting
[247:04] 就是这些脏活累活
[247:05] 都是靠大语言模型来做到的
[247:07] 嗯
[247:08] 我要make的这个bet是说
[247:10] 未来事情不会整
[247:12] 未来你会有一个
[247:14] 很好的foundation
[247:16] 嗯
[247:17] 它是一个很好的表征
[247:20] 但它也是一个很好的世界模型
[247:23] 嗯
[247:24] 然后它什么叫做这个世界模型
[247:26] 这件事情我们可以再聊
[247:28] 但是这个foundation本身
[247:30] 它可能不是一个checkpoint
[247:32] 它有可能是一个neural
[247:33] modular connected together的
[247:35] multiple components的一个cognitive architecture
[247:38] 哎呀说的好复杂
[247:39] 但本质上就是你的一个大脑
[247:40] 嗯
[247:41] 它有不同的区域
[247:42] 在很多不同的事情
[247:43] 对吧
[247:44] 语言会慢慢LM层
[247:46] 会慢慢退化成
[247:48] 这个你的
[247:49] 本质的这个表征
[247:50] 或者说
[247:51] 你的这个世界模型
[247:52] 的这个foundation的一个接口
[247:54] 嗯
[247:55] 嗯
[247:56] 它还是很重要
[247:57] 它永远不会消失
[247:58] 因为人需要
[247:59] 通过一个login model
[248:01] you know
[248:02] 提供
[248:03] 提出问题
[248:04] 然后回答问题
[248:05] 对吧
[248:06] 他要去跟他沟通
[248:07] 需要跟他沟通
[248:08] 是一个沟通界面
[248:09] 对
[248:10] 啊
[248:11] 另外就是说你还有一条线
[248:12] 是说
[248:13] 你的pixel generation本身
[248:14] 就是你怎么样生成一个图片
[248:16] 一个视频本身
[248:17] 这件事情通过RE
[248:18] 通过REPA
[248:19] 实现一些这些工作
[248:21] 可以看到
[248:22] 它也需要基于一个足够好的
[248:24] 这样一个表征的基础
[248:26] 啊
[248:27] 或者说你可以认为它
[248:28] 它是一个世界模型
[248:29] 呃
[248:30] again
[248:31] 在我这里面
[248:32] 在我的定义下
[248:33] 表征就是一个世界模型
[248:35] 最重要最重要的一个部分
[248:37] 嗯
[248:38] 它不是它的全部
[248:39] 它才是最重要的一个部分
[248:40] 但当我们有这样的一个foundation之后
[248:42] 你可以认为
[248:43] 我们可以把它轻易的decode成
[248:45] 语言
[248:46] 嗯
[248:47] 对吧
[248:48] 我们可以把它decode成一个pixel
[248:50] 然后生成视频
[248:51] 我们也可以把它decode成某种action
[248:52] 某种动作
[248:53] 所以它可能就是某种
[248:54] 现在的这种VLA的类似物
[248:56] 对
[248:57] 嗯
[248:58] 但它是基于
[248:59] 基于一种更强的表征
[249:00] 更强的世界模型的一个一个架构
[249:02] 现在表征包含哪些部分
[249:04] 语言是其中之一
[249:05] 呃
[249:06] 我觉得我觉得是其中之一
[249:07] 对
[249:08] 然后当然这件事情也有争议
[249:09] 就是就是你像你刚刚说
[249:11] 石林可能说
[249:12] 他不想让视觉来污染语言啊
[249:15] 嗯
[249:16] 他们还是会做多模态
[249:17] 是
[249:18] 他们会想
[249:19] 怎么让多模态变成一个聪明的多模态
[249:21] 对
[249:22] 这个不会让整个大脑的这个智能水平降低
[249:24] 是的是的是的
[249:25] 哎
[249:26] 这件事情
[249:27] 但我要讲了
[249:28] 啊
[249:29] 这件事情真的取决于
[249:30] 你怎么定义这个问题
[249:31] 啊
[249:32] 但我先把前面一句话说完
[249:33] 就是说
[249:34] 哎
[249:35] 呃
[249:36] 这个这个这个
[249:37] 这个
[249:38] 你说
[249:39] 你说比如说语言在其中的这个位置
[249:40] 对吧
[249:41] 我觉得
[249:42] 我觉得我们也会有自己的担心
[249:43] 就是说
[249:44] 语言其实是一个毒药啊
[249:45] 或者语言其实是一个鸦片
[249:46] 你加多语言
[249:47] 语言
[249:48] 你总是会觉得更更幸福的
[249:51] 哦
[249:52] 嗯
[249:53] 那说不定它有用啊
[249:54] 这个拐杖
[249:55] 呃
[249:56] 它有用
[249:57] 但它是一个short cut
[249:58] 嗯
[249:59] 就如果你
[250:00] 你一个人
[250:01] 如果一直什么吸鸦片
